instrument_name,mode_category,beat_category,gukak_style,music_src_nm,split_data
해금,계면조계열,균등,창작국악,BP_CR2_00620,train
가야금,평조계열,혼합 및 기타,창작국악,BM_CR2_03297,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02764,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00502,train
대금,계면조계열,균등,창작국악,BP_CR2_01275,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01261,train
가야금,평조계열,균등,창작국악,BP_CR2_01663,train
해금,계면조계열,균등,창작국악,BP_CR2_00631,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01352,train
단소,평조계열,혼합 및 기타,창작국악,BP_CR1_02930,train
거문고,계면조계열,혼합 및 기타,창작국악,BM_CR2_02393,train
가야금,계면조계열,균등,창작국악,BP_CR1_02148,train
대금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01263,train
해금,계면조계열,균등,창작국악,BP_CR2_00026,train
소금,평조계열,혼합 및 기타,창작국악,BM_CR2_03216,train
해금,계면조계열,혼합 및 기타,창작국악,BM_CR2_00680,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00625,train
거문고,계면조계열,균등,창작국악,BP_CR1_02753,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02760,train
해금,평조계열,균등,창작국악,BP_CR2_00520,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01296,train
해금,계면조계열,균등,창작국악,BM_CR1_03290,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00120,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR1_02553,train
양금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02899,train
아쟁,평조계열,균등,창작국악,BP_CR1_02684,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01754,train
해금,계면조계열,불균등,창작국악,BP_CR2_00141,train
대금,평조계열,균등,창작국악,BP_CR2_00394,train
태평소,평조계열,균등,창작국악,BM_CR2_03222,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00703,train
가야금,계면조계열,균등,창작국악,BP_CR1_02029,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01435,train
해금,계면조계열,혼합 및 기타,창작국악,BM_CR2_03303,train
가야금,계면조계열,균등,창작국악,BP_CR1_02564,train
해금,계면조계열,균등,창작국악,BP_CR2_00670,train
피리,계면조계열,혼합 및 기타,창작국악,BP_CR1_02117,train
가야금,계면조계열,균등,창작국악,BP_CR1_02521,train
아쟁,평조계열,혼합 및 기타,창작국악,BP_CR1_02685,train
해금,계면조계열,혼합 및 기타,창작국악,BM_CR2_03314,train
해금,계면조계열,불균등,창작국악,BP_CR2_00506,train
가야금,평조계열,혼합 및 기타,창작국악,BM_CR2_03311,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02584,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00802,train
양금,평조계열,혼합 및 기타,창작국악,BP_CR1_02710,train
가야금,계면조계열,불균등,창작국악,BP_CR2_00494,train
대금,평조계열,균등,창작국악,BP_CR2_00764,train
태평소,계면조계열,균등,창작국악,BP_CR1_02134,train
해금,계면조계열,균등,창작국악,BP_CR2_00134,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_01777,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01169,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01638,train
가야금,계면조계열,균등,창작국악,BP_CR1_02212,train
대금,계면조계열,혼합 및 기타,창작국악,BM_CR2_03225,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00526,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02005,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01668,train
가야금,계면조계열,균등,창작국악,BP_CR1_02587,train
가야금,평조계열,균등,창작국악,BP_CR2_01645,train
거문고,계면조계열,혼합 및 기타,창작국악,BP_CR1_02969,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00639,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01606,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR1_01146,train
장구,,균등,창작국악,BP_CR1_00116,train
해금,평조계열,균등,창작국악,BP_CR2_00518,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02975,train
대금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01372,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02719,train
가야금,계면조계열,균등,창작국악,BP_CR1_02213,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02004,train
태평소,계면조계열,균등,창작국악,BP_CR1_03481,train
거문고,계면조계열,균등,창작국악,BP_CR1_02751,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_00491,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01757,train
가야금,계면조계열,균등,창작국악,BP_CR2_00375,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00510,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00689,train
가야금,계면조계열,불균등,창작국악,BP_CR1_02120,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00664,train
해금,계면조계열,혼합 및 기타,창작국악,BM_CR2_00018,train
가야금,계면조계열,혼합 및 기타,창작국악,BM_CR2_01643,train
거문고,계면조계열,균등,창작국악,BP_CR1_02743,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00662,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_00125,train
양금,계면조계열,불균등,창작국악,BP_CR1_02149,train
가야금,평조계열,균등,창작국악,BP_CR2_00400,train
가야금,계면조계열,균등,창작국악,BP_CR2_01673,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_00799,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00159,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00155,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01642,train
가야금,계면조계열,균등,창작국악,BP_CR2_00152,train
가야금,계면조계열,균등,창작국악,BP_CR1_02524,train
피리,계면조계열,혼합 및 기타,창작국악,BP_CR1_02119,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00649,train
가야금,계면조계열,불균등,창작국악,BP_CR1_02122,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01717,train
대금,계면조계열,균등,창작국악,BP_CR2_01278,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02770,train
해금,계면조계열,균등,창작국악,BP_CR1_02186,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00629,train
가야금,계면조계열,균등,창작국악,BP_CR2_01662,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02979,train
대금,평조계열,균등,창작국악,BP_CR2_01300,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01752,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01612,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02981,train
거문고,계면조계열,혼합 및 기타,창작국악,BP_CR1_02741,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02142,train
단소,평조계열,균등,창작국악,BM_CR2_03461,train
피리,계면조계열,혼합 및 기타,창작국악,BP_CR2_00810,train
가야금,계면조계열,균등,창작국악,BP_CR1_02589,train
피리,계면조계열,균등,창작국악,BP_CR2_00807,train
대금,계면조계열,균등,창작국악,BP_CR2_01294,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01622,train
양금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02898,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01756,train
해금,계면조계열,균등,창작국악,BP_CR1_00032,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02672,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01366,train
아쟁,계면조계열,균등,창작국악,BP_CR1_03457,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_00656,train
대금,계면조계열,균등,창작국악,BP_CR1_03455,train
대금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01371,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02137,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_01773,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01633,train
아쟁,계면조계열,균등,창작국악,BP_CR1_03435,train
단소,평조계열,혼합 및 기타,창작국악,BP_CR1_02938,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00121,train
단소,평조계열,혼합 및 기타,창작국악,BP_CR1_02924,train
양금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02140,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02664,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00623,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01611,train
가야금,계면조계열,균등,창작국악,BM_CR2_01876,train
대금,평조계열,균등,창작국악,BP_CR2_00761,train
피리,계면조계열,균등,창작국악,BP_CR2_00867,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02951,train
해금,평조계열,혼합 및 기타,창작국악,BM_CR2_00482,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_00797,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02901,train
가야금,계면조계열,균등,창작국악,BP_CR1_02525,train
해금,평조계열,균등,창작국악,BP_CR2_00355,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02759,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02670,train
거문고,계면조계열,혼합 및 기타,창작국악,BP_CR1_02732,train
피리,계면조계열,혼합 및 기타,창작국악,BM_CR1_02115,train
단소,계면조계열,혼합 및 기타,창작국악,BP_CR1_02934,train
장구,,균등,창작국악,BP_CR2_00006,train
가야금,계면조계열,균등,창작국악,BP_CR2_00022,train
해금,계면조계열,균등,창작국악,BP_CR2_00131,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00659,train
태평소,평조계열,혼합 및 기타,창작국악,BP_CR1_02035,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01751,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_00796,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02548,train
대금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01274,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00627,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_01770,train
해금,계면조계열,균등,창작국악,BM_CR2_00153,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01646,train
가야금,계면조계열,균등,창작국악,BP_CR1_02562,train
거문고,계면조계열,혼합 및 기타,창작국악,BP_CR1_02971,train
해금,계면조계열,균등,창작국악,BP_CR2_00621,train
태평소,계면조계열,균등,창작국악,BP_CR2_00390,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02689,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02549,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02982,train
아쟁,평조계열,균등,창작국악,BP_CR1_02715,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_00123,train
대금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01354,train
가야금,계면조계열,균등,창작국악,BP_CR2_00374,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_00484,train
가야금,평조계열,균등,창작국악,BP_CR1_02198,train
태평소,계면조계열,혼합 및 기타,창작국악,BP_CR1_02109,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01651,train
아쟁,계면조계열,균등,창작국악,BP_CR1_03459,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01623,train
거문고,계면조계열,균등,창작국악,BP_CR1_02747,train
가야금,계면조계열,균등,창작국악,BP_CR2_00378,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01675,train
가야금,계면조계열,균등,창작국악,BP_CR1_02590,train
대금,평조계열,균등,창작국악,BP_CR2_00726,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02984,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR1_01151,train
해금,계면조계열,균등,창작국악,BP_CR1_03437,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_00483,train
해금,계면조계열,균등,창작국악,BP_CR1_00050,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02765,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01408,train
가야금,평조계열,균등,창작국악,BM_CR1_03277,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01277,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00165,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00667,train
거문고,계면조계열,균등,창작국악,BM_CR2_02324,train
아쟁,계면조계열,균등,창작국악,BP_CR1_02772,train
가야금,계면조계열,균등,창작국악,BP_CR1_02565,train
해금,계면조계열,균등,창작국악,BP_CR2_00127,train
태평소,계면조계열,균등,창작국악,BP_CR1_02106,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01674,train
해금,평조계열,균등,창작국악,BP_CR2_00356,train
아쟁,평조계열,혼합 및 기타,창작국악,BP_CR1_02917,train
해금,계면조계열,불균등,창작국악,BP_CR2_00511,train
가야금,계면조계열,균등,창작국악,BP_CR2_01661,train
가야금,평조계열,균등,창작국악,BP_CR2_01720,train
가야금,계면조계열,균등,창작국악,BP_CR1_02558,train
해금,평조계열,혼합 및 기타,창작국악,BP_CR2_00530,train
해금,평조계열,균등,창작국악,BP_CR2_00521,train
해금,평조계열,균등,창작국악,BP_CR2_00027,train
해금,계면조계열,균등,창작국악,BP_CR2_00132,train
태평소,계면조계열,균등,창작국악,BP_CR1_03475,train
가야금,평조계열,균등,창작국악,BP_CR2_00401,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR2_01715,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00148,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00658,train
가야금,계면조계열,균등,창작국악,BP_CR2_01852,train
해금,계면조계열,혼합 및 기타,창작국악,BM_CR2_00632,train
해금,계면조계열,균등,창작국악,BP_CR1_02216,train
단소,평조계열,균등,창작국악,BP_CR2_00352,train
가야금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01178,train
대금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01429,train
아쟁,계면조계열,혼합 및 기타,창작국악,BP_CR1_02145,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00638,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR1_02906,train
대금,평조계열,혼합 및 기타,창작국악,BP_CR2_01406,train
대금,계면조계열,혼합 및 기타,창작국악,BP_CR2_01405,train
해금,계면조계열,불균등,창작국악,BP_CR2_00509,train
거문고,계면조계열,혼합 및 기타,창작국악,BP_CR1_02739,train
가야금,평조계열,혼합 및 기타,창작국악,BP_CR1_02550,train
해금,계면조계열,혼합 및 기타,창작국악,BP_CR2_00508,train
